rank,article,views,date,project
1,Wikipedia:Portada,396467,2026-09-20,es.wikipedia
2,Lizzie_Borden,164122,2026-09-20,es.wikipedia
3,Especial:Buscar,61524,2026-09-20,es.wikipedia
4,Aleks_Syntek,30471,2026-09-20,es.wikipedia
5,Monstruo:_la_historia_de_Lizzie_Borden,29484,2026-09-20,es.wikipedia
6,Aileen_Wuornos,26140,2026-09-20,es.wikipedia
7,Lee_Kang-in,24757,2026-09-20,es.wikipedia
8,Miguel_Borja,21740,2026-09-20,es.wikipedia
9,Resident_Evil_(película_de_2026),17124,2026-09-20,es.wikipedia
10,Ella_Beatty,16823,2026-09-20,es.wikipedia
11,La_bola_negra_(película),15578,2026-09-20,es.wikipedia
12,Carlos_Álvarez_Rivera,15381,2026-09-20,es.wikipedia
13,Joshua_Van,14651,2026-09-20,es.wikipedia
14,Antonio_Ruiz_Soler,13681,2026-09-20,es.wikipedia
15,Raphinha,13008,2026-09-20,es.wikipedia
16,Atentados_del_11_de_septiembre_de_2001,12686,2026-09-20,es.wikipedia
17,Charlie_Hunnam,12191,2026-09-20,es.wikipedia
18,Susy_Aponte,11039,2026-09-20,es.wikipedia
19,Jonathan_David,10812,2026-09-20,es.wikipedia
20,Alejandro_Grimaldo,10747,2026-09-20,es.wikipedia
21,Vicky_Krieps,10367,2026-09-20,es.wikipedia
22,Radio_AM_750,9908,2026-09-20,es.wikipedia
23,Nance_O'Neil,9589,2026-09-20,es.wikipedia
24,Frida_Kahlo,9004,2026-09-20,es.wikipedia
25,Cautiva_(miniserie),8942,2026-09-20,es.wikipedia
26,Arman_Tsarukyan,8756,2026-09-20,es.wikipedia
27,Isaac_Cruz,8732,2026-09-20,es.wikipedia
28,Elecciones_estatales_de_Berlín_de_2026,8541,2026-09-20,es.wikipedia
29,Juegos_Suramericanos_de_2026,8298,2026-09-20,es.wikipedia
30,Copa_Mundial_Femenina_de_Fútbol_Sub-20_de_2026,8240,2026-09-20,es.wikipedia
31,Naomi_Watts,7983,2026-09-20,es.wikipedia
32,Juan_Carlos_Abadía,7803,2026-09-20,es.wikipedia
33,Mirtha_Legrand,7796,2026-09-20,es.wikipedia
34,Yom_Kipur,7583,2026-09-20,es.wikipedia
35,Bed_and_breakfast,7133,2026-09-20,es.wikipedia
36,Erzsébet_Báthory,7020,2026-09-20,es.wikipedia
37,Diego_Simeone,6950,2026-09-20,es.wikipedia
38,ChatGPT,6786,2026-09-20,es.wikipedia
39,Renée_Zellweger,6707,2026-09-20,es.wikipedia
40,Javier_Aguirre,6640,2026-09-20,es.wikipedia
41,Ed_Gein,6586,2026-09-20,es.wikipedia
42,XXX,6447,2026-09-20,es.wikipedia
43,La_Odisea_(película_de_2026),6371,2026-09-20,es.wikipedia
44,Yan_Diomande,6362,2026-09-20,es.wikipedia
45,Coyote_vs._Acme,6304,2026-09-20,es.wikipedia
46,Pedro_Acosta_(motociclista),6302,2026-09-20,es.wikipedia
47,Shakira,6288,2026-09-20,es.wikipedia
48,Dean_Huijsen,6192,2026-09-20,es.wikipedia
49,Rebecca_Hall,6152,2026-09-20,es.wikipedia
50,Chad_Gilbert,6142,2026-09-20,es.wikipedia
51,Miguel_Ángel_Ortiz_Arias,5958,2026-09-20,es.wikipedia
52,Leopardus_tilcayo,5838,2026-09-20,es.wikipedia
53,Annette_Bening,5798,2026-09-20,es.wikipedia
54,José_Mourinho,5751,2026-09-20,es.wikipedia
55,Elecciones_estatales_de_Mecklemburgo-Pomerania_Occidental_de_2026,5721,2026-09-20,es.wikipedia
56,El_Gran_Wyoming,5678,2026-09-20,es.wikipedia
57,Alejandra_Guzmán,5651,2026-09-20,es.wikipedia
58,Arroba_(símbolo),5607,2026-09-20,es.wikipedia
59,Guitarricadelafuente,5592,2026-09-20,es.wikipedia
60,Elecciones_legislativas_de_Rusia_de_2026,5587,2026-09-20,es.wikipedia
61,David_de_Miranda,5575,2026-09-20,es.wikipedia
62,Nicolás_Laprovíttola,5567,2026-09-20,es.wikipedia
63,Warren_Beatty,5527,2026-09-20,es.wikipedia
64,Monstruo_(serie_de_televisión),5403,2026-09-20,es.wikipedia
65,Tabla_periódica_de_los_elementos,5395,2026-09-20,es.wikipedia
66,Liga1_2026_(Perú),5359,2026-09-20,es.wikipedia
67,Ricardo_Barreda,5129,2026-09-20,es.wikipedia
68,Federico_García_Lorca,5075,2026-09-20,es.wikipedia
69,Pornografía,5039,2026-09-20,es.wikipedia
70,Birmania,4986,2026-09-20,es.wikipedia
71,Joaquín_Guzmán_Loera,4953,2026-09-20,es.wikipedia
72,España,4944,2026-09-20,es.wikipedia
73,Darse_cuenta_(película),4926,2026-09-20,es.wikipedia
74,Susurran_tu_nombre,4856,2026-09-20,es.wikipedia
75,William_Shakespeare,4841,2026-09-20,es.wikipedia
76,The_End_of_Oak_Street,4744,2026-09-20,es.wikipedia
77,Joaquín_Reyes,4626,2026-09-20,es.wikipedia
78,Anexo:Fútbol_en_los_Juegos_Suramericanos_de_2026,4603,2026-09-20,es.wikipedia
79,Copa_Davis_2026,4576,2026-09-20,es.wikipedia
80,Catedrales,4572,2026-09-20,es.wikipedia
