rank,article,views,date,project
1,Wikipédia:Página_principal,136039,2026-09-21,pt.wikipedia
2,Lizzie_Borden,43896,2026-09-21,pt.wikipedia
3,Especial:Pesquisar,24944,2026-09-21,pt.wikipedia
4,Rick_Sollo,15621,2026-09-21,pt.wikipedia
5,Rick_&_Renner,14507,2026-09-21,pt.wikipedia
6,Cindy_Crawford,13836,2026-09-21,pt.wikipedia
7,Wikipédia:Wiki_Loves_Monuments_2026/Brasil/Sobre,11247,2026-09-21,pt.wikipedia
8,Aileen_Wuornos,8407,2026-09-21,pt.wikipedia
9,Pesquisas_de_opinião_para_a_eleição_presidencial_no_Brasil_em_2026,6672,2026-09-21,pt.wikipedia
10,Kaia_Gerber,6564,2026-09-21,pt.wikipedia
11,Daniel_Vorcaro,6038,2026-09-21,pt.wikipedia
12,Rande_Gerber,5863,2026-09-21,pt.wikipedia
13,Renner_Reis,5684,2026-09-21,pt.wikipedia
14,Renan_Santos,5161,2026-09-21,pt.wikipedia
15,Luiz_Inácio_Lula_da_Silva,4000,2026-09-21,pt.wikipedia
16,Eleição_presidencial_no_Brasil_em_2026,3881,2026-09-21,pt.wikipedia
17,Ronaldo_Caiado,3813,2026-09-21,pt.wikipedia
18,Augusto_Cury,3698,2026-09-21,pt.wikipedia
19,Brasil,3495,2026-09-21,pt.wikipedia
20,Lista_de_presidentes_do_Brasil,3481,2026-09-21,pt.wikipedia
21,Rosângela_Lula_da_Silva,3475,2026-09-21,pt.wikipedia
22,Vanessa_Lóes,3376,2026-09-21,pt.wikipedia
23,21_de_setembro,3228,2026-09-21,pt.wikipedia
24,Trace_Brasil,3209,2026-09-21,pt.wikipedia
25,Flávio_Bolsonaro,3015,2026-09-21,pt.wikipedia
26,Yom_Kippur,2778,2026-09-21,pt.wikipedia
27,Eloína_dos_Leopardos,2475,2026-09-21,pt.wikipedia
28,Sérgio_Hondjakoff,2344,2026-09-21,pt.wikipedia
29,André_do_Prado,2255,2026-09-21,pt.wikipedia
30,Khat,2151,2026-09-21,pt.wikipedia
31,XVideos,2133,2026-09-21,pt.wikipedia
32,AMBEV,2090,2026-09-21,pt.wikipedia
33,Jair_Bolsonaro,2089,2026-09-21,pt.wikipedia
34,Chad_Gilbert,2087,2026-09-21,pt.wikipedia
35,Thiago_Lacerda,2086,2026-09-21,pt.wikipedia
36,Zohran_Mamdani,2083,2026-09-21,pt.wikipedia
37,Copa_do_Nordeste_de_Futebol_de_2026,2067,2026-09-21,pt.wikipedia
38,Alexandre_de_Moraes,1995,2026-09-21,pt.wikipedia
39,Ella_Beatty,1987,2026-09-21,pt.wikipedia
40,Guilherme_Derrite,1981,2026-09-21,pt.wikipedia
41,Luis_Zubeldía,1980,2026-09-21,pt.wikipedia
42,Mortes_em_setembro_de_2026,1952,2026-09-21,pt.wikipedia
43,Isabel_Bathory,1913,2026-09-21,pt.wikipedia
44,Daniella_Marques,1856,2026-09-21,pt.wikipedia
45,Saúl_Ñíguez,1823,2026-09-21,pt.wikipedia
46,Ed_Gein,1819,2026-09-21,pt.wikipedia
47,Weber_Manga,1803,2026-09-21,pt.wikipedia
48,Fernando_Diniz,1796,2026-09-21,pt.wikipedia
49,Lista_de_filmes_de_maior_bilheteria,1767,2026-09-21,pt.wikipedia
50,Antônio_de_Rueda,1691,2026-09-21,pt.wikipedia
51,Inundação_de_melaço_de_Boston,1678,2026-09-21,pt.wikipedia
51,Nunes_Marques,1678,2026-09-21,pt.wikipedia
53,Eleição_presidencial_no_Brasil_em_2022,1668,2026-09-21,pt.wikipedia
54,Clube_de_Regatas_do_Flamengo,1627,2026-09-21,pt.wikipedia
55,Eduardo_Bolsonaro,1617,2026-09-21,pt.wikipedia
55,R._Kelly,1617,2026-09-21,pt.wikipedia
57,IFood,1594,2026-09-21,pt.wikipedia
58,Raquel_Lyra,1571,2026-09-21,pt.wikipedia
59,Deltan_Dallagnol,1545,2026-09-21,pt.wikipedia
60,André_Mendonça,1531,2026-09-21,pt.wikipedia
61,2026_na_televisão_brasileira,1530,2026-09-21,pt.wikipedia
62,Ku_Klux_Klan,1525,2026-09-21,pt.wikipedia
63,TV_Câmara,1518,2026-09-21,pt.wikipedia
64,Google_Chrome,1507,2026-09-21,pt.wikipedia
65,Simone_Tebet,1480,2026-09-21,pt.wikipedia
66,Neymar,1478,2026-09-21,pt.wikipedia
67,Ricardo_Couto,1465,2026-09-21,pt.wikipedia
68,Flávio_Dino,1461,2026-09-21,pt.wikipedia
69,Cristiano_Ronaldo,1458,2026-09-21,pt.wikipedia
70,Estados_Unidos,1456,2026-09-21,pt.wikipedia
71,Nikolas_Ferreira,1453,2026-09-21,pt.wikipedia
72,Marcello_Antony,1449,2026-09-21,pt.wikipedia
73,Rafael_de_Orléans_e_Bragança,1448,2026-09-21,pt.wikipedia
74,Jeffrey_Dahmer,1440,2026-09-21,pt.wikipedia
75,Demet_Özdemir,1439,2026-09-21,pt.wikipedia
76,Hulk_(futebolista),1434,2026-09-21,pt.wikipedia
77,Leopardus_tilcayo,1426,2026-09-21,pt.wikipedia
78,Q,1402,2026-09-21,pt.wikipedia
79,Dadeus_Grings,1399,2026-09-21,pt.wikipedia
80,Lionel_Messi,1392,2026-09-21,pt.wikipedia
81,Bruno_Gonçalves_(político),1388,2026-09-21,pt.wikipedia
82,Paulo_Pezzolano,1384,2026-09-21,pt.wikipedia
83,Avenida_Portugal_(telenovela),1383,2026-09-21,pt.wikipedia
84,A_Esquerda,1382,2026-09-21,pt.wikipedia
85,Milton_Leite_Filho,1377,2026-09-21,pt.wikipedia
86,Avenida_Brasil_2,1376,2026-09-21,pt.wikipedia
87,Raphinha,1370,2026-09-21,pt.wikipedia
88,Portugal,1351,2026-09-21,pt.wikipedia
89,Holocausto,1333,2026-09-21,pt.wikipedia
90,Richard_Gere,1316,2026-09-21,pt.wikipedia
91,Gilmar_Mendes,1307,2026-09-21,pt.wikipedia
92,Lista_de_partidos_políticos_do_Brasil,1299,2026-09-21,pt.wikipedia
93,Especial:Mudanças_recentes,1298,2026-09-21,pt.wikipedia
