rank,article,views,date,project
1,Wikipedia:Hauptseite,832451,2026-09-22,de.wikipedia
2,Spezial:Suche,124577,2026-09-22,de.wikipedia
3,Elif_Eralp,81002,2026-09-22,de.wikipedia
4,Lizzie_Borden,62917,2026-09-22,de.wikipedia
5,Remmo-Clan,52463,2026-09-22,de.wikipedia
6,Ferat_Koçak,46746,2026-09-22,de.wikipedia
7,Philipp_Amthor,33149,2026-09-22,de.wikipedia
8,Klaus_J._Behrendt,29940,2026-09-22,de.wikipedia
9,Liste_der_größten_Auslegerbrücken,29252,2026-09-22,de.wikipedia
10,Geli_Raubal,18834,2026-09-22,de.wikipedia
11,Babylon_Berlin,18134,2026-09-22,de.wikipedia
12,Landtagswahl_in_Mecklenburg-Vorpommern_2026,14432,2026-09-22,de.wikipedia
13,Wikipedia:Wiki_Loves_Monuments_2026/Deutschland,14425,2026-09-22,de.wikipedia
14,Aileen_Wuornos,14075,2026-09-22,de.wikipedia
15,Caroline_Wahl,13621,2026-09-22,de.wikipedia
16,Datei:Germany_adm_location_map.svg,13474,2026-09-22,de.wikipedia
17,22._September,13078,2026-09-22,de.wikipedia
18,Cindy_Crawford,13049,2026-09-22,de.wikipedia
19,Wilhelm_Weinberg_(Kunstsammler),12749,2026-09-22,de.wikipedia
20,Johann_Peter_Hebel,12129,2026-09-22,de.wikipedia
21,Hauptseite,12082,2026-09-22,de.wikipedia
22,Alexander_Blessin,11673,2026-09-22,de.wikipedia
23,Nekrolog_2026,11628,2026-09-22,de.wikipedia
24,Wahl_zum_Abgeordnetenhaus_von_Berlin_2026,11117,2026-09-22,de.wikipedia
25,Friedrich_Merz,10880,2026-09-22,de.wikipedia
26,Peter_Hermann_(Fußballspieler),10840,2026-09-22,de.wikipedia
27,Postsparkassenskandal,10377,2026-09-22,de.wikipedia
28,Hülya_Eralp,10354,2026-09-22,de.wikipedia
29,Elisabeth_Selbert,10055,2026-09-22,de.wikipedia
30,Tatort:_Glück_allein,9791,2026-09-22,de.wikipedia
31,Dietmar_Bär,9694,2026-09-22,de.wikipedia
32,ChatGPT,9660,2026-09-22,de.wikipedia
33,"Walter_Devereux,_1._Earl_of_Essex",9369,2026-09-22,de.wikipedia
34,Deutschland,9149,2026-09-22,de.wikipedia
35,Die_Linke,9097,2026-09-22,de.wikipedia
36,S._Janaki,8573,2026-09-22,de.wikipedia
37,Manuela_Schwesig,8408,2026-09-22,de.wikipedia
38,Alice_Weidel,8330,2026-09-22,de.wikipedia
39,Hayden_Panettiere,8002,2026-09-22,de.wikipedia
40,Hacked_–_Kein_Leben_ist_sicher,7786,2026-09-22,de.wikipedia
41,Johannes_Winkel,7357,2026-09-22,de.wikipedia
42,Julian_F._M._Stoeckel,7294,2026-09-22,de.wikipedia
43,Stralsund:_Freier_Fall,7262,2026-09-22,de.wikipedia
44,Elliot_Graham,7071,2026-09-22,de.wikipedia
45,Michael_Ballack,6995,2026-09-22,de.wikipedia
46,Jorge_Palma,6731,2026-09-22,de.wikipedia
47,Antje_Kunstmann,6606,2026-09-22,de.wikipedia
48,Mecklenburg-Vorpommern,6514,2026-09-22,de.wikipedia
49,Ein_Krimi_aus_Passau,6401,2026-09-22,de.wikipedia
50,Ella_Beatty,6331,2026-09-22,de.wikipedia
51,Jürgen_Klopp,6323,2026-09-22,de.wikipedia
52,Petra_Pau,6307,2026-09-22,de.wikipedia
53,Ballauf_und_Schenk,6226,2026-09-22,de.wikipedia
54,Joe_Kaeser,6224,2026-09-22,de.wikipedia
55,Parlamentswahl_in_Russland_2026,6169,2026-09-22,de.wikipedia
56,Death_Valley_(britische_Fernsehserie),6168,2026-09-22,de.wikipedia
57,Sarah_Connor,6130,2026-09-22,de.wikipedia
58,Peter_Petrel,6104,2026-09-22,de.wikipedia
59,Marie_Brand_und_der_schwarze_Tag,6086,2026-09-22,de.wikipedia
60,Dominik_Krause,6069,2026-09-22,de.wikipedia
61,Geplante_Übernahme_Warner_Bros._Discovery_durch_Paramount_Skydance,6054,2026-09-22,de.wikipedia
62,Adolf_Hitler,6050,2026-09-22,de.wikipedia
63,Lea_Drinda,6013,2026-09-22,de.wikipedia
64,Zu_jung_zu_sterben._Ein_Krimi_aus_Passau,5955,2026-09-22,de.wikipedia
65,Tatort:_Saras_Geständnis,5775,2026-09-22,de.wikipedia
66,Deep_Space_1,5691,2026-09-22,de.wikipedia
67,Alternative_für_Deutschland,5650,2026-09-22,de.wikipedia
68,Nekrolog_September_2026,5531,2026-09-22,de.wikipedia
69,Armenien,5485,2026-09-22,de.wikipedia
